Frame_ID,Capture_ms,Encode_Send_ms,Network_ms,Decode_ms,YOLO_ms,Lane_ms,Decision_ms,Send_ms,GPIO_ms,Total_ms
733,2.517,5.039,9.552,1.659,234.303,7.744,0.024,0.157,0.018,261.109
734,2.477,5.067,8.827,1.233,228.822,7.88,0.015,0.16,0.017,254.594
735,2.479,5.03,10.066,1.424,227.031,6.954,0.015,0.152,0.017,253.266
736,2.528,5.131,9.163,1.247,240.034,6.517,0.014,0.136,0.017,264.882
737,2.51,5.039,8.871,1.209,232.932,3.02,0.015,0.154,0.018,253.867
738,2.527,5.103,8.385,1.359,230.093,2.819,0.015,0.145,0.016,250.56
739,3.635,5.349,8.531,1.23,230.701,3.061,0.015,0.141,0.018,252.783
740,2.488,5.104,8.851,1.446,244.019,3.101,0.015,0.141,0.017,265.267
741,2.518,5.116,10.958,1.27,237.159,10.8,0.02,0.204,0.017,268.143
742,2.488,5.091,10.821,1.427,237.508,7.16,0.014,0.157,0.017,264.774
743,2.506,5.077,10.148,1.295,235.383,3.201,0.034,0.189,0.017,257.948
744,2.48,5.12,8.437,1.299,245.038,2.786,0.014,0.141,0.017,265.428
745,2.53,5.086,8.596,1.267,232.506,2.563,0.016,0.143,0.016,252.805
746,2.512,5.115,8.837,1.311,229.629,2.436,0.016,0.143,0.018,250.1
747,2.533,5.09,11.035,1.634,238.712,3.407,0.02,0.184,0.017,262.713
748,2.524,5.167,9.048,1.719,229.879,3.389,0.017,0.145,0.033,252.032
749,3.23,12.77,11.268,2.979,232.009,5.314,0.023,0.138,0.026,267.877
750,3.987,11.054,11.045,1.636,227.978,8.219,0.023,0.173,0.018,264.236
751,3.061,5.269,10.607,1.658,234.964,9.957,0.021,0.174,0.016,265.825
752,2.522,5.07,9.527,1.413,238.163,7.076,0.015,0.15,0.017,264.05
753,2.518,5.041,8.855,1.182,241.518,4.359,0.017,0.153,0.018,263.754
754,2.513,5.027,9.586,1.214,229.883,3.769,0.023,0.16,0.018,252.317
755,2.485,5.191,11.619,1.452,238.501,3.196,0.024,0.302,0.018,262.872
756,2.493,5.175,9.25,1.464,229.481,2.792,0.016,0.146,0.017,250.914
757,2.495,5.164,8.765,1.214,230.644,2.719,0.015,0.14,0.018,251.258
758,2.491,5.101,11.329,1.834,236.482,3.808,0.023,0.353,0.017,261.519
759,2.511,5.054,8.978,1.464,235.439,8.573,0.014,0.148,0.017,262.28
760,2.571,5.047,9.796,1.341,232.612,3.068,0.015,0.16,0.017,254.72
761,3.77,5.274,9.465,1.335,324.577,3.755,0.037,0.152,0.017,348.49
762,2.518,5.075,9.983,1.205,228.142,10.885,0.022,0.148,0.018,258.077
763,2.545,5.103,9.329,1.432,238.245,7.618,0.014,0.161,0.017,264.557
764,2.48,5.06,9.882,1.237,227.805,7.26,0.015,0.156,0.018,254.01
765,2.495,5.041,9.298,1.211,230.076,7.439,0.015,0.153,0.018,255.841
766,4.799,5.268,11.0,2.359,227.336,7.68,0.015,0.15,0.017,258.728
767,4.761,5.277,9.353,1.341,240.993,2.552,0.015,0.156,0.017,264.568
768,3.565,5.478,9.15,1.198,229.16,2.475,0.016,0.144,0.037,251.377
769,3.586,11.121,9.08,1.299,234.97,2.637,0.016,0.155,0.018,263.008
770,2.453,5.174,10.498,1.2,230.728,2.727,0.016,0.271,0.017,253.169
771,2.5,5.139,9.283,1.205,230.063,2.899,0.015,0.143,0.016,251.344
772,2.533,5.095,9.205,1.214,240.505,6.835,0.014,0.155,0.017,265.654
773,2.509,5.039,8.699,1.407,225.746,3.454,0.018,0.158,0.018,247.147
774,2.51,5.052,9.524,1.367,224.746,6.748,0.015,0.168,0.017,250.244
775,2.511,5.043,9.852,1.453,225.791,6.224,0.015,0.14,0.018,251.152
776,2.529,5.116,9.248,1.278,232.908,6.498,0.02,0.193,0.018,257.905
777,2.553,5.141,9.206,1.178,228.398,3.588,0.017,0.157,0.017,250.352
778,2.495,5.046,9.307,1.193,226.0,4.154,0.017,0.141,0.017,248.467
779,2.771,5.098,9.225,1.613,227.192,7.8,0.014,0.157,0.018,253.969
780,2.555,4.952,10.588,1.285,237.599,3.819,0.023,0.242,0.018,261.174
781,2.521,4.966,8.614,1.17,226.743,3.029,0.017,0.139,0.018,247.32
782,2.525,5.002,9.455,1.458,230.263,2.986,0.017,0.137,0.018,251.943
783,3.949,5.283,8.553,1.541,229.885,2.895,0.016,0.146,0.017,252.373
784,2.538,5.096,10.601,1.35,234.92,9.065,0.016,0.144,0.018,263.832
785,2.559,5.062,9.199,1.21,237.184,6.325,0.014,0.157,0.018,261.82
786,2.553,5.095,9.724,1.486,229.854,3.143,0.016,0.154,0.017,252.139
787,2.52,5.13,10.646,1.521,229.322,2.556,0.016,0.143,0.018,251.97
788,2.511,5.153,9.367,1.2,229.561,7.254,0.015,0.153,0.017,255.31
789,2.507,5.033,11.524,1.188,258.817,19.746,0.022,0.285,0.016,299.25
790,3.59,5.147,13.481,1.972,232.676,10.233,0.038,0.228,0.018,267.502
791,2.493,5.074,10.013,1.181,237.863,8.002,0.014,0.154,0.017,264.908
792,2.526,5.029,8.762,1.267,229.658,6.822,0.015,0.148,0.017,254.34
793,2.538,5.068,10.571,1.193,239.105,10.197,0.02,0.192,0.017,268.994
794,2.575,5.016,9.505,1.614,230.488,6.952,0.015,0.154,0.017,256.459
795,2.498,5.025,8.984,1.257,229.565,6.574,0.014,0.155,0.018,254.188
796,2.502,5.016,9.114,1.292,228.299,6.414,0.015,0.155,0.017,252.922
797,2.518,5.112,9.003,1.242,237.884,6.536,0.015,0.154,0.017,262.574
798,2.542,5.077,9.518,1.216,228.769,3.333,0.021,0.149,0.017,250.741
799,2.49,5.141,9.999,1.243,230.04,3.511,0.022,0.158,0.017,252.702
800,2.515,5.045,9.667,1.371,228.743,7.325,0.016,0.176,0.017,254.96
801,2.69,5.417,10.045,1.372,251.568,8.966,0.023,0.164,0.017,280.359
802,2.48,5.048,11.152,1.329,266.691,3.784,0.025,0.253,0.018,290.878
803,2.484,5.138,9.842,1.306,249.73,3.722,0.02,0.149,0.017,272.503
804,2.533,5.148,10.963,1.327,252.552,3.278,0.018,0.151,0.017,276.07
805,2.502,5.105,11.73,1.529,265.126,3.357,0.04,0.222,0.017,289.711
806,2.534,5.126,11.1,1.817,259.655,3.767,0.025,0.187,0.037,284.368
807,3.275,13.137,9.436,1.329,246.249,3.309,0.018,0.14,0.017,277.01
808,3.62,5.387,9.776,1.519,232.858,3.07,0.024,0.132,0.017,256.495
809,2.494,5.094,9.489,1.25,247.655,6.727,0.026,0.234,0.017,273.069
810,4.922,5.185,10.216,1.24,243.632,3.102,0.019,0.202,0.018,268.654
811,4.76,5.348,10.164,1.325,241.289,2.487,0.017,0.197,0.018,265.728
812,2.529,5.298,8.867,1.221,239.72,3.543,0.032,0.183,0.017,261.493
813,2.506,5.146,10.502,1.403,239.475,2.412,0.016,0.141,0.017,261.722
814,2.511,5.083,8.545,1.25,230.752,2.445,0.013,0.139,0.017,250.837
815,2.832,5.069,8.506,1.39,231.048,2.785,0.016,0.158,0.017,251.905
816,2.53,5.081,9.289,1.768,233.897,2.808,0.027,0.177,0.017,255.677
817,2.493,5.086,8.952,1.306,239.564,2.919,0.03,0.143,0.017,260.593
818,2.542,5.113,8.787,1.24,229.442,2.456,0.014,0.143,0.017,249.834
819,4.137,5.709,9.758,1.225,232.5,3.935,0.018,0.145,0.017,257.559
820,4.789,5.351,9.201,1.709,230.044,2.581,0.015,0.139,0.018,253.948
821,2.55,5.134,10.645,1.24,237.251,4.295,0.038,0.198,0.017,261.449
822,2.51,5.183,9.512,1.202,236.764,2.952,0.016,0.137,0.017,258.372
823,2.531,5.084,9.173,1.994,235.884,3.135,0.015,0.154,0.017,258.071
824,2.522,5.137,9.501,1.27,235.48,3.429,0.02,0.153,0.017,257.613
825,2.5,5.124,8.551,1.318,241.534,2.963,0.015,0.141,0.037,262.303
826,4.544,14.914,10.065,2.397,241.656,3.382,0.016,0.144,0.018,277.244
827,2.51,5.067,8.945,1.243,230.642,11.602,0.042,0.181,0.107,260.422
828,2.506,4.976,11.125,1.235,230.162,7.621,0.031,0.157,0.12,258.054
829,2.549,5.012,9.429,1.369,241.143,4.545,0.017,0.169,0.017,264.352
830,2.496,5.002,9.037,1.265,247.559,9.376,0.028,0.189,0.018,275.064
831,2.51,4.988,9.969,1.369,249.83,9.43,0.023,0.171,0.017,278.404
832,4.907,5.126,9.37,1.289,231.162,7.175,0.015,0.15,0.017,259.31
833,3.971,4.993,10.355,1.175,227.864,7.308,0.016,0.161,0.018,255.957
834,2.479,4.987,9.502,1.566,249.84,3.681,0.03,0.189,0.018,272.39
835,2.517,4.924,9.166,1.573,232.346,7.714,0.015,0.152,0.017,258.507
836,2.543,4.947,10.398,1.188,233.495,13.115,0.034,0.163,0.113,266.087
837,2.509,4.974,9.728,1.326,231.778,9.779,0.034,0.215,0.117,260.561
838,2.529,4.995,9.543,1.22,251.667,7.725,0.025,0.189,0.017,278.014
839,2.512,5.056,8.679,1.221,231.501,3.192,0.016,0.156,0.017,252.448
840,2.521,5.049,8.705,1.225,229.568,2.672,0.016,0.141,0.017,250.009
841,2.517,5.092,10.559,1.737,237.575,2.645,0.025,0.3,0.017,260.551
842,2.514,5.069,11.139,1.697,259.026,3.13,0.017,0.182,0.017,282.874
843,2.518,5.046,12.188,1.763,252.805,3.056,0.028,0.211,0.017,277.716
844,3.66,5.397,11.056,1.421,243.072,2.44,0.016,0.212,0.037,267.438
845,3.556,14.765,9.951,1.205,231.233,2.579,0.016,0.141,0.033,263.62
846,3.256,12.838,10.687,2.377,234.824,3.047,0.015,0.409,0.017,267.574
847,2.516,5.093,9.106,1.507,239.765,2.897,0.019,0.143,0.017,261.148
848,2.494,5.113,8.926,1.214,228.871,2.935,0.018,0.245,0.017,249.917
849,2.517,5.096,8.657,1.22,229.634,3.269,0.015,0.14,0.018,250.648
850,2.51,5.072,9.536,1.253,239.374,4.06,0.018,0.14,0.016,262.059
851,2.625,5.307,12.076,1.226,242.39,3.739,0.032,0.161,0.018,267.657
852,2.515,5.136,9.163,1.317,234.222,7.057,0.015,0.152,0.017,259.676
853,2.491,5.137,10.203,1.488,228.564,3.651,0.016,0.156,0.017,251.819
854,2.49,5.121,10.629,1.208,232.424,3.813,0.014,0.137,0.017,255.95
855,3.791,5.196,8.929,1.368,227.223,4.135,0.016,0.139,0.017,250.904
856,2.522,5.174,10.654,1.368,228.804,3.785,0.016,0.142,0.017,252.563
857,2.491,5.074,9.318,1.296,227.792,4.437,0.018,0.139,0.017,250.667
858,2.508,5.122,9.349,1.411,232.056,4.491,0.02,0.141,0.017,255.198
859,2.517,5.134,9.893,1.223,231.776,4.412,0.019,0.147,0.017,255.22
860,2.524,5.163,9.634,1.282,229.911,3.779,0.017,0.138,0.017,252.548
861,2.499,5.21,9.806,1.446,231.293,4.124,0.039,0.167,0.017,254.704
862,2.516,5.167,9.617,1.213,229.95,3.282,0.017,0.217,0.017,252.078
863,2.503,5.185,8.811,1.363,232.063,3.604,0.037,0.154,0.018,253.822
864,2.508,5.157,9.3,1.625,230.443,3.532,0.032,0.144,0.032,252.884
865,3.227,12.875,9.554,1.378,226.63,3.547,0.017,0.188,0.026,257.558
866,4.496,14.74,12.076,3.152,241.777,2.904,0.017,0.144,0.017,279.438
867,2.543,5.118,9.863,1.268,228.357,3.505,0.025,0.216,0.018,250.996
868,2.587,5.218,9.423,1.242,237.025,3.274,0.016,0.139,0.017,259.023
869,2.54,5.089,9.37,1.219,228.657,11.749,0.024,0.166,0.017,258.914
870,2.495,5.124,9.09,1.318,228.328,7.124,0.023,0.162,0.017,253.786
871,2.486,5.129,10.217,1.237,244.235,9.148,0.036,0.281,0.018,272.886
872,2.503,5.123,9.268,1.244,227.245,4.453,0.017,0.149,0.018,250.125
873,2.502,5.11,8.85,1.27,228.829,12.787,0.039,0.161,0.115,259.751
874,2.529,5.02,10.071,1.484,228.28,11.443,0.032,0.241,0.112,259.316
875,2.502,5.164,9.897,1.247,241.329,7.436,0.049,0.173,0.131,268.026
876,2.493,5.112,8.9,1.255,228.162,4.521,0.02,0.141,0.017,250.731
877,3.794,5.245,9.849,1.237,229.169,8.471,0.016,0.154,0.017,258.04
878,2.525,5.073,9.677,1.38,226.766,9.111,0.015,0.156,0.017,254.817
879,2.5,4.938,10.116,1.271,242.294,8.814,0.015,0.158,0.017,270.219
880,2.545,5.017,10.809,1.367,228.925,9.449,0.022,0.151,0.017,258.396
881,2.52,5.033,9.625,1.43,244.897,8.201,0.014,0.162,0.017,271.994
882,2.519,5.086,8.57,1.237,230.383,8.253,0.015,0.222,0.018,256.397
883,2.487,5.073,10.243,1.233,234.919,11.183,0.02,0.192,0.017,265.467
884,2.507,5.049,10.575,1.946,244.047,8.61,0.014,0.155,0.036,273.084
885,3.56,14.722,9.862,1.248,231.967,8.15,0.014,0.148,0.037,269.878
886,3.557,14.735,8.996,1.339,229.953,9.054,0.014,0.15,0.018,267.931
887,2.514,5.154,10.109,1.243,235.068,3.454,0.014,0.147,0.017,257.816
888,2.518,5.164,9.205,1.516,229.259,3.564,0.015,0.143,0.018,251.497
889,2.527,5.141,9.553,1.262,228.459,3.993,0.017,0.143,0.017,251.193
890,2.53,5.109,9.024,1.261,228.031,3.543,0.014,0.152,0.018,249.764
891,2.473,5.161,10.246,1.218,238.672,5.865,0.025,0.186,0.018,263.948
892,2.483,5.118,10.842,1.742,237.292,4.179,0.014,0.166,0.017,261.97
893,2.491,5.142,8.907,1.199,227.014,4.026,0.016,0.138,0.017,249.03
894,2.48,5.12,9.577,1.209,227.782,8.478,0.015,0.15,0.017,254.907
895,2.853,5.102,10.427,1.193,231.13,12.021,0.038,0.229,0.017,263.106
896,2.49,5.134,9.474,1.828,242.425,4.165,0.016,0.156,0.017,265.815
897,2.502,5.095,11.481,1.208,231.992,4.002,0.056,0.174,0.017,256.627
898,2.51,5.119,10.494,1.228,235.919,3.299,0.014,0.146,0.017,258.828
899,3.791,5.269,9.229,1.249,231.569,3.138,0.032,0.144,0.018,254.529
900,2.503,5.042,9.624,1.451,237.325,3.887,0.017,0.163,0.018,260.115
901,2.514,5.047,9.847,1.198,230.51,3.362,0.019,0.162,0.018,252.758
902,2.502,5.08,9.373,1.232,229.896,3.008,0.015,0.138,0.017,251.341
903,2.496,5.08,9.035,1.201,230.501,2.846,0.016,0.139,0.017,251.414
904,2.533,5.094,11.13,1.351,239.056,3.732,0.027,0.185,0.032,263.25
905,3.221,12.75,9.536,1.286,229.078,3.594,0.038,0.156,0.043,259.907
906,3.859,14.66,11.801,1.753,232.821,2.846,0.337,0.184,0.017,268.378
907,2.562,5.107,9.512,1.258,228.782,3.03,0.016,0.137,0.017,250.507
908,2.496,5.108,10.178,1.226,236.16,4.31,0.024,0.182,0.017,259.785
909,2.529,5.12,9.453,1.548,234.517,4.541,0.018,0.136,0.017,257.96
910,3.926,5.499,9.273,1.284,233.078,7.746,0.015,0.213,0.017,261.146
911,2.529,5.19,10.646,1.406,229.574,9.9,0.069,0.208,0.017,259.639
912,2.544,5.11,10.359,1.229,233.956,4.136,0.016,0.161,0.017,257.62
913,2.5,5.206,9.8,1.602,241.692,3.443,0.017,0.147,0.018,264.52
914,2.534,5.068,10.242,1.253,233.033,13.365,1.398,0.283,0.034,267.29
915,2.492,5.144,9.322,1.363,233.452,4.705,0.029,0.174,0.017,256.798
916,2.55,5.187,10.129,1.794,229.444,3.374,0.016,0.143,0.017,252.762
917,2.902,5.469,11.309,1.944,232.975,3.841,0.022,0.189,0.017,258.76
918,2.491,5.194,9.434,1.333,276.865,3.237,0.016,0.146,0.018,298.817
919,2.496,5.218,9.083,1.514,235.199,2.783,0.016,0.143,0.017,256.549
920,2.527,5.16,8.728,1.272,230.457,2.817,0.016,0.144,0.016,251.219
921,2.54,5.2,10.271,1.655,239.463,3.443,0.064,0.297,0.017,263.031
922,2.541,5.103,9.945,1.268,234.043,3.043,0.018,0.189,0.017,256.251
923,2.536,5.165,9.384,1.223,229.175,3.321,0.018,0.192,0.017,251.113
924,2.533,5.167,9.288,1.215,230.489,2.769,0.016,0.147,0.036,251.779
925,3.514,15.168,10.507,2.109,230.733,3.485,0.016,0.149,0.017,265.805
926,2.513,5.136,9.53,1.394,235.407,3.018,0.017,0.143,0.016,257.26
927,2.491,5.166,8.949,1.238,229.819,2.933,0.016,0.137,0.016,250.846
928,4.514,5.462,8.755,1.255,229.822,3.347,0.023,0.147,0.018,253.436
929,2.506,5.132,9.281,1.564,233.53,3.1,0.016,0.145,0.018,255.375
930,2.51,5.123,9.238,1.334,237.452,3.496,0.016,0.2,0.016,259.468
931,2.537,5.186,9.027,1.268,235.445,4.292,0.02,0.24,0.017,258.111
932,3.67,5.417,10.258,1.218,234.307,3.628,0.016,0.147,0.016,258.768
933,2.515,5.125,10.2,1.772,226.956,4.78,0.02,0.143,0.018,251.608
934,2.532,5.066,11.551,1.264,232.247,10.526,0.02,0.237,0.017,263.545
935,2.501,5.078,9.541,1.329,240.212,7.492,0.014,0.131,0.017,266.411
936,2.488,5.084,9.714,1.525,241.164,11.597,0.025,0.18,0.017,271.904
937,2.523,5.024,9.691,1.196,235.623,3.752,0.023,0.216,0.018,258.16
938,2.509,5.035,9.194,1.212,245.468,10.137,0.021,0.154,0.017,273.84
939,3.849,5.379,10.561,1.527,251.544,7.843,0.016,0.249,0.018,281.096
940,2.493,5.007,9.78,1.296,229.573,10.1,0.024,0.172,0.019,258.56
941,2.509,4.989,9.248,1.186,229.284,4.766,0.017,0.155,0.018,252.268
942,2.532,4.892,9.497,1.176,228.518,7.801,0.016,0.16,0.017,254.702
943,2.538,4.948,9.58,1.159,238.538,3.153,0.016,0.147,0.029,260.237
944,3.561,14.484,9.25,1.246,231.584,8.37,0.014,0.153,0.017,268.79
945,2.501,5.022,9.914,1.279,229.465,7.626,0.016,0.152,0.018,256.087
946,2.55,5.089,9.842,1.31,229.012,3.516,0.02,0.157,0.018,251.613
947,2.525,4.979,10.295,1.328,239.354,7.966,0.014,0.175,0.017,266.748
948,2.524,4.965,9.684,1.314,242.692,9.549,0.02,0.213,0.017,271.078
949,2.535,5.034,9.996,1.278,241.865,7.948,0.041,0.17,0.121,269.079
950,4.015,5.616,9.754,1.284,236.579,12.426,0.038,0.201,0.113,270.135
951,2.522,5.092,11.911,1.32,236.638,12.752,0.031,0.216,0.109,270.711
952,2.497,5.126,8.713,1.327,230.35,7.415,0.031,0.164,0.136,255.856
953,2.519,5.1,9.459,1.181,242.617,11.489,0.063,0.176,0.14,272.842
954,2.495,5.095,9.937,1.596,232.598,8.377,0.045,0.234,0.136,260.629
955,2.506,5.099,10.365,1.228,232.577,5.337,0.017,0.171,0.017,257.422
956,2.518,5.095,9.31,1.344,241.157,4.123,0.014,0.147,0.017,263.824
957,4.352,5.298,8.662,1.225,230.922,4.709,0.015,0.147,0.017,255.436
958,2.491,5.159,8.946,1.316,228.61,4.017,0.016,0.139,0.017,250.797
959,2.487,5.173,9.162,1.554,237.263,5.243,0.017,0.138,0.017,261.135
960,2.605,5.204,9.426,1.398,236.884,3.715,0.016,0.137,0.017,259.483
961,2.568,5.151,9.316,1.25,236.089,3.653,0.015,0.145,0.017,258.285
962,2.487,5.214,8.815,1.325,230.293,3.853,0.014,0.139,0.037,252.298
963,3.612,15.429,9.452,1.257,231.737,5.347,0.022,0.144,0.017,267.125
964,2.509,5.185,8.925,1.316,238.81,4.693,0.017,0.143,0.017,261.695
965,4.89,5.451,10.122,1.741,227.593,4.65,0.016,0.138,0.016,254.742
966,2.572,5.191,10.668,1.365,230.669,4.691,0.023,0.153,0.018,255.431
967,4.776,5.237,9.831,2.0,225.597,4.003,0.022,0.192,0.022,251.768
968,3.632,5.305,8.884,1.222,234.5,5.444,0.023,0.14,0.018,259.26
969,2.515,5.123,10.008,1.336,230.683,8.134,0.015,0.152,0.017,258.066
970,2.485,5.173,9.06,1.288,237.222,8.115,0.016,0.159,0.018,263.631
971,2.547,5.201,10.352,1.359,232.866,7.437,0.015,0.159,0.017,260.053
972,2.51,5.179,10.74,1.577,232.071,8.282,0.039,0.193,0.017,260.704
973,2.496,5.146,8.8,1.214,237.905,7.5,0.014,0.156,0.018,263.346
974,2.499,5.075,9.533,1.366,230.206,7.627,0.015,0.149,0.017,256.604
975,2.51,5.091,9.728,1.193,231.088,8.677,0.017,0.144,0.018,258.562
976,2.534,5.112,10.196,1.217,253.358,11.007,0.023,0.17,0.018,283.729
977,2.521,5.177,9.405,1.284,256.997,9.617,0.017,0.15,0.017,285.283
978,2.496,5.123,10.516,1.54,234.568,8.819,0.015,0.15,0.017,263.339
979,4.115,5.771,11.014,1.372,235.85,11.535,0.033,0.241,0.017,270.086
980,2.493,5.013,9.993,1.224,237.37,8.117,0.016,0.197,0.018,264.561
981,2.55,5.077,9.957,1.157,245.29,8.566,0.016,0.162,0.036,272.958
982,3.599,15.042,10.404,2.298,235.674,8.577,0.016,0.158,0.018,275.91
983,2.531,4.957,9.88,1.185,244.715,8.501,0.015,0.155,0.018,272.055
984,2.51,4.946,10.778,1.216,232.932,7.377,0.015,0.161,0.018,260.045
985,2.512,4.995,9.833,1.211,243.604,7.789,0.015,0.265,0.016,270.337
986,4.278,5.217,10.305,1.19,237.257,12.225,0.034,0.227,0.018,270.854
987,2.497,4.944,9.651,1.414,239.991,7.601,0.016,0.147,0.017,266.374
988,2.536,5.066,8.803,1.317,230.09,7.394,0.016,0.155,0.016,255.49
989,2.533,4.942,9.216,1.258,240.482,8.157,0.016,0.155,0.017,266.873
990,2.536,4.936,10.319,1.557,233.833,9.364,0.024,0.152,0.017,262.837
991,2.527,5.005,9.441,1.382,229.003,7.922,0.015,0.152,0.017,255.561
992,2.534,5.074,10.078,1.256,237.523,9.213,0.015,0.164,0.017,265.966
993,4.423,5.251,9.342,1.434,233.192,9.023,0.016,0.155,0.018,262.959
994,2.495,5.144,10.683,1.203,231.039,4.01,0.016,0.163,0.018,254.865
995,2.495,5.147,10.232,1.684,228.309,4.592,0.017,0.142,0.017,252.734
996,2.536,5.138,11.011,1.636,234.786,3.99,0.015,0.173,0.016,259.381
997,3.79,5.425,9.14,1.216,240.07,3.61,0.015,0.136,0.017,263.514
998,2.506,5.126,9.202,1.199,228.863,3.673,0.017,0.152,0.017,250.836
999,2.508,5.175,8.918,1.239,229.252,2.865,0.015,0.174,0.017,250.246
1000,2.486,5.153,8.969,1.223,231.132,2.56,0.015,0.144,0.037,251.842
1001,3.599,14.775,11.136,2.496,242.171,3.357,0.019,0.373,0.016,278.05
1002,2.517,5.117,9.046,1.252,228.989,2.605,0.016,0.137,0.017,249.778
1003,2.476,5.154,9.415,1.232,230.412,3.44,0.017,0.147,0.017,252.39
1004,2.84,5.256,9.283,1.39,230.409,3.152,0.032,0.158,0.017,252.624
1005,2.49,5.153,10.863,1.295,236.371,3.583,0.024,0.393,0.017,260.273
1006,2.507,5.2,8.969,1.227,229.469,7.803,0.032,0.18,0.017,255.489
1007,2.495,5.129,9.096,1.221,239.957,3.213,0.016,0.156,0.017,261.393
1008,3.723,5.407,9.002,1.431,228.173,6.804,0.015,0.151,0.018,254.826
1009,2.503,5.098,8.721,1.256,230.531,3.272,0.016,0.153,0.017,251.66
1010,2.501,5.098,8.661,1.294,241.393,3.551,0.018,0.15,0.018,262.786
1011,2.518,5.161,9.657,1.242,231.672,4.558,0.02,0.142,0.017,255.07
1012,2.519,5.112,10.781,1.631,228.587,3.645,0.036,0.15,0.017,252.559
1013,4.807,5.233,10.932,1.507,238.624,3.465,0.016,0.176,0.017,264.87
1014,4.765,5.269,9.969,1.2,230.305,3.438,0.019,0.138,0.022,255.238
1015,2.852,5.13,9.68,1.218,227.755,3.068,0.018,0.196,0.017,250.019
1016,2.502,5.154,8.756,1.235,229.411,2.887,0.016,0.142,0.017,250.203
1017,2.509,5.128,8.724,1.272,231.523,3.016,0.016,0.147,0.017,252.434
1018,2.496,5.084,10.019,1.331,242.029,3.432,0.016,0.14,0.017,264.644
1019,3.67,5.215,9.51,1.354,230.165,3.808,0.017,0.141,0.016,253.984
1020,2.502,10.376,9.949,1.67,227.595,3.803,0.015,0.138,0.017,256.162
1021,2.497,5.071,11.177,1.753,236.742,3.702,0.015,0.249,0.018,261.305
1022,2.497,5.055,8.898,1.326,239.184,4.673,0.018,0.127,0.017,261.879
1023,2.529,5.102,10.04,1.249,232.955,4.312,0.015,0.146,0.017,256.449
1024,2.519,5.046,8.778,1.317,242.69,5.041,0.018,0.14,0.016,265.647
1025,2.503,5.061,10.259,1.232,239.936,11.32,0.038,0.172,0.148,270.75
1026,3.936,5.144,10.94,1.599,237.559,12.295,0.056,0.234,0.13,271.999
1027,2.522,5.103,10.041,1.741,248.207,8.671,0.034,0.189,0.13,276.732
1028,2.523,5.033,9.71,1.808,246.893,4.942,0.018,0.19,0.019,271.248
1029,2.481,5.195,9.581,1.331,247.156,4.404,0.018,0.145,0.017,270.422
1030,2.529,5.171,11.873,1.344,256.616,4.599,0.024,0.214,0.017,282.47
1031,2.508,5.134,9.431,1.473,240.667,3.485,0.015,0.139,0.017,262.954
1032,2.515,5.106,9.778,1.563,230.885,3.669,0.016,0.14,0.016,253.772
1033,2.581,5.13,11.17,1.57,231.99,4.135,0.015,0.14,0.017,256.831
1034,2.495,5.067,10.539,1.406,240.593,4.25,0.037,0.231,0.017,264.719
1035,2.516,5.22,10.647,1.531,238.98,3.375,0.015,0.191,0.017,262.573
1036,2.514,5.11,9.624,1.274,239.751,5.104,0.023,0.179,0.017,263.676
1037,3.702,6.187,11.276,1.391,248.239,3.693,0.016,0.141,0.017,274.778
1038,2.513,5.186,10.482,1.388,234.313,3.593,0.039,0.22,0.036,257.892
1039,3.182,12.021,9.859,1.757,242.542,2.998,0.016,0.166,0.017,272.677
1040,2.499,5.231,9.774,1.34,230.9,2.738,0.016,0.138,0.017,252.738
1041,2.555,5.134,9.352,1.327,239.347,3.216,0.017,0.139,0.017,261.186
1042,2.517,5.204,9.942,1.38,232.464,2.852,0.016,0.139,0.017,254.615
1043,2.54,5.172,10.785,1.475,243.596,3.368,0.02,0.149,0.017,267.201
1044,2.844,5.149,9.889,1.225,232.5,3.939,0.021,0.162,0.017,255.831
1045,2.498,5.178,11.696,1.896,237.743,3.277,0.015,0.142,0.017,262.545
1046,2.561,5.159,9.095,1.305,231.359,3.554,0.015,0.139,0.017,253.286
1047,2.497,5.131,9.395,1.617,245.96,3.538,0.015,0.141,0.017,268.392
1048,3.78,5.677,8.616,1.236,233.638,3.267,0.015,0.152,0.017,256.521
1049,2.516,5.156,9.202,1.237,231.058,3.196,0.015,0.237,0.017,252.717
1050,2.521,5.151,9.928,1.251,243.082,3.094,0.018,0.179,0.019,265.322
1051,2.499,5.174,10.123,1.489,263.314,3.451,0.028,0.195,0.017,286.371
1052,2.512,5.167,11.867,2.033,234.889,3.15,0.016,0.141,0.017,259.876
1053,2.517,5.263,10.129,1.306,233.801,3.217,0.025,0.199,0.016,256.553
1054,2.52,5.176,9.105,1.256,248.48,2.987,0.018,0.312,0.016,269.95
1055,3.758,5.569,8.771,1.481,240.144,2.893,0.014,0.14,0.017,262.881
1056,2.516,6.06,8.511,1.55,237.603,2.866,0.018,0.132,0.017,259.436
1057,2.53,5.184,9.76,1.236,229.404,2.813,0.016,0.141,0.029,251.215
1058,3.267,12.781,10.069,1.513,234.409,3.112,0.016,0.167,0.016,265.451
1059,4.811,5.431,10.053,1.644,246.767,3.206,0.016,0.138,0.017,272.174
1060,4.654,5.341,9.481,1.431,240.121,3.745,0.02,0.165,0.017,265.061
1061,2.514,5.12,9.427,1.227,234.56,3.34,0.019,0.142,0.023,256.477
